ID,Escola,Endereco_Escola,Serie,Turma,Nome_Aluno,Genero,Idade_Aluno,CPF_Aluno,Telefone_Aluno,Endereco_Completo,Municipio,UF,CEP,Deficiencia,Nome_Responsavel,Parentesco,CPF_Responsavel,Telefone_Responsavel,Protocolo,Status_Matricula,Renda_Familiar,Tem_Irmaos,Numero_Irmaos,Idades_Irmaos,Trabalha_Fora,Horas_Trabalho_Semana,Tipo_Trabalho,Tempo_Deslocamento_Min,Meio_Transporte,Acesso_Internet,Tem_Computador,Apoio_Familiar_Estudos,Faz_Refeicao_Escola,Matematica_1Bim,Matematica_2Bim,Matematica_3Bim,Matematica_4Bim,Media_Matematica,Portugues_1Bim,Portugues_2Bim,Portugues_3Bim,Portugues_4Bim,Media_Portugues,Media_Geral,Frequencia_Percentual,Cor_Raca,Area_Climatica,Impacto_Seca,Area_Risco_Ambiental,Seguranca_Trajeto,Refeicoes_Diarias,Seguranca_Alimentar,Ambiente_Familiar,Responsabilidades_Casa
73,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Maria Araújo Marques,F,17,226.142.105-83,(83) 99221-7456,"Rua Coronel João Pessoa, 108, Apt 101 - Bela Vista, Alagoa Grande - PB, 58522-761",Alagoa Grande,PB,58522-761,Nenhuma,Rafael Pereira Barbosa,Tia,954.358.298-24,(83) 98371-1891,2025583671,Contemplação direta,3531,Sim,3,"4, 7, 19",Sim,25,Serviços domésticos,127,Transporte escolar,Sim (banda larga),Não,Médio,Sim,0.0,0.0,0.3,0.8,0.0,0.0,0.3,0.9,1.4,0.7,0.0,70,Preta,Agreste,Muito Afetado,Risco Médio,Inseguro,2,Leve Insegurança,Tensão Moderada,Moderadas
74,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Valentina Garcia Gomes,F,18,664.211.279-92,(83) 99242-2343,"Rua Marquês do Herval, 101 - Prata, Campina Grande - PB, 58844-177",Campina Grande,PB,58844-177,Nenhuma,José Melo Melo,Tia,514.887.704-37,(83) 99856-1600,2025373276,Contemplação direta,7000,Sim,2,"12, 13",Não,0,,138,Van escolar,Sim (banda larga),Sim,Alto,Sim,6.2,5.9,6.2,6.1,6.1,9.1,8.8,9.6,9.2,9.2,7.3960375241891105,88,Branca,Urbano,Não Afetado,Não,Seguro,3,Segura,Tranquilo,Moderadas
75,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Pedro Correia Alves,M,18,497.580.565-15,(83) 98081-6309,"Av. Cruz das Armas, 428 - Alto do Mateus, João Pessoa - PB, 58657-683",João Pessoa,PB,58657-683,Nenhuma,Valentina Melo Cardoso,Tia,955.179.629-42,(83) 98770-4651,2025525556,Contemplação direta,971,Sim,4,"20, 1, 17, 5",Não,0,,144,A pé,Não,Não,Médio,Sim,1.5,1.6,0.8,1.2,1.3,3.1,2.7,2.9,3.4,3.2,2.3322264031772297,70,Branca,Urbano Litorâneo,Não Afetado,Não,Pouco Seguro,2,Grave Insegurança,Tranquilo,Muitas
76,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Pedro Ferreira Lima,M,17,629.515.713-82,(83) 99305-1305,"Rua Treze de Maio, 111 - Centro II, Guarabira - PB, 58582-988",Guarabira,PB,58582-988,Nenhuma,Natália Rodrigues Gonçalves,Avó,696.940.885-33,(83) 99276-9369,2025275868,Aguardando vaga,1200,Sim,5,"3, 8, 13, 13, 5",Sim,21,Ajudante,95,Carona,Não,Não,Médio,Não,0.8,0.3,0.0,0.0,0.0,1.6,1.1,0.5,0.0,0.9,0.09279436585759299,70,Parda,Interior Semiárido,Muito Afetado,Risco Baixo,Inseguro,3,Leve Insegurança,Tranquilo,Moderadas
77,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Ricardo Rodrigues Lima,M,18,884.338.979-20,(83) 98580-9908,"Rua Rodrigues de Aquino, 3 - Castelo Branco, João Pessoa - PB, 58635-220",João Pessoa,PB,58635-220,Nenhuma,Marcelo Gonçalves Costa,Avó,518.470.209-29,(83) 98872-5155,2025996508,Contemplação direta,2000,Sim,4,"7, 14, 18, 18",Sim,26,Ajudante,21,Moto,Apenas celular,Não,Médio,Sim,0.5,0.1,0.5,0.4,0.5,2.2,1.5,1.8,1.5,1.9,0.7753572360573329,70,Indígena,Urbano Litorâneo,Levemente Afetado,Não,Seguro,4,Segura,Tranquilo,Poucas
78,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Juliana Oliveira Lima,F,17,479.181.723-14,(83) 99483-7296,"Rua Assis Chateaubriand, 365, Apt 101 - Centro, Areia - PB, 58755-606",Areia,PB,58755-606,Nenhuma,Isabela Santos Gonçalves,Tio,713.622.628-99,(83) 98474-3776,2025137812,Contemplação direta,2000,Não,0,,Sim,23,Informal,114,Van escolar,Apenas celular,Não,Alto,Sim,0.8,0.3,0.0,0.0,0.0,1.4,0.9,0.3,0.0,0.7,0.1771566775488389,70,Preta,Interior Semiárido,Muito Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tranquilo,Moderadas
79,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Rosa Araújo Lopes,F,18,810.553.486-82,(83) 98990-4985,"Rua Assis Chateaubriand, 460, Bloco 2 - Centro, Areia - PB, 58219-364",Areia,PB,58219-364,Nenhuma,Vinicius Dias Pereira,Mãe,919.423.522-55,(83) 99057-9776,2025834861,Aguardando vaga,1200,Sim,3,"3, 18, 6",Sim,26,Agricultura,102,Van escolar,Sim (banda larga),Não,Baixo,Sim,0.8,0.6,0.2,0.5,0.3,1.2,1.0,1.6,0.8,1.3,0.693226357132798,70,Parda,Interior Semiárido,Muito Afetado,Risco Baixo,Inseguro,3,Segura,Tensão Moderada,Muitas
80,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Letícia Ferreira Garcia,F,18,507.327.868-83,(83) 98262-1887,"Rua Assis Chateaubriand, 482 - Centro, Areia - PB, 58455-503",Areia,PB,58455-503,Nenhuma,Marcelo Nascimento Rocha,Avô,423.805.108-11,(83) 99380-4452,2025709231,Contemplação direta,1500,Não,0,,Sim,23,Agricultura,105,Van escolar,Apenas celular,Não,Médio,Sim,0.4,0.9,1.5,2.0,1.2,0.0,0.0,0.2,0.7,0.0,0.0,70,Preta,Interior Semiárido,Não Afetado,Não,Inseguro,4,Segura,Tranquilo,Poucas
81,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Sofia Moreira Marques,F,18,904.598.407-42,(83) 99151-1781,"Rua Rodrigues de Aquino, 31, Casa A - Cruz das Armas, João Pessoa - PB, 58587-959",João Pessoa,PB,58587-959,Nenhuma,Giovanna Ribeiro Ribeiro,Avô,673.670.929-42,(83) 98704-1324,2025227126,Contemplação direta,2477,Sim,5,"19, 18, 6, 10, 12",Sim,31,Informal,25,Moto,Apenas celular,Sim,Baixo,Sim,6.1,5.6,5.0,4.5,5.3,3.6,3.1,2.5,2.0,2.9,3.934501793695613,88,Branca,Urbano Litorâneo,Não Afetado,Não,Seguro,4,Segura,Tranquilo,Muitas
82,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Fernanda Ferreira Ferreira,F,17,228.845.340-94,(83) 98515-2311,"Rua José Augusto Trindade, 53 - Castelo Branco, João Pessoa - PB, 58999-584",João Pessoa,PB,58999-584,Nenhuma,Amanda Garcia Oliveira,Avó,206.368.732-29,(83) 98172-7387,2025340497,Contemplação direta,1200,Sim,2,"17, 6",Sim,36,Serviços domésticos,22,Ônibus,Não,Não,Baixo,Não,0.0,0.0,0.6,1.1,0.3,0.0,0.4,1.0,1.5,0.8,0.5824153133699975,70,Parda,Urbano Litorâneo,Muito Afetado,Risco Alto,Seguro,2,Leve Insegurança,Tensão Moderada,Poucas
83,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,João Nascimento Lopes,M,17,452.393.580-78,(83) 98017-9059,"Rua Assis Chateaubriand, 5, Casa A - Cepilho, Areia - PB, 58711-336",Areia,PB,58711-336,Nenhuma,Ricardo Moreira Araújo,Avô,547.504.355-30,(83) 99464-7385,2025331307,Contemplação direta,1500,Sim,5,"9, 10, 18, 9, 14",Sim,17,Agricultura,100,Transporte escolar,Apenas celular,Não,Baixo,Sim,0.5,0.5,0.4,1.4,0.9,0.2,0.0,0.0,0.0,0.0,0.8128074291849281,70,Preta,Interior Semiárido,Não Afetado,Não,Pouco Seguro,3,Segura,Tranquilo,Moderadas
84,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,José Garcia Rodrigues,M,17,372.894.501-19,(83) 99112-8702,"Av. Cruz das Armas, 419 - Jaguaribe, João Pessoa - PB, 58224-886",João Pessoa,PB,58224-886,Nenhuma,Manuela Fernandes Santos,Avô,303.571.852-22,(83) 99067-4415,2025508024,Contemplação direta,1200,Sim,1,18,Sim,23,Informal,12,Transporte escolar,Apenas celular,Não,Alto,Sim,3.8,3.3,2.7,2.2,3.0,1.5,1.0,0.4,0.0,0.8,1.9866430597826523,75,Preta,Urbano Litorâneo,Não Afetado,Não,Seguro,3,Segura,Tranquilo,Moderadas
85,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Pedro Ribeiro Cardoso,M,17,818.649.910-23,(83) 98257-8992,"Av. Cruz das Armas, 413, Apt 101 - Jaguaribe, João Pessoa - PB, 58121-805",João Pessoa,PB,58121-805,Nenhuma,Guilherme Moreira Santos,Tio,596.823.548-81,(83) 98603-9892,2025613898,Contemplação direta,1200,Sim,4,"9, 20, 18, 6",Sim,19,Informal,17,Bicicleta,Não,Não,Médio,Sim,0.8,0.3,0.0,0.0,0.0,2.4,1.9,1.3,0.8,1.7,0.1854139483974178,70,Preta,Urbano Litorâneo,Levemente Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tensão Moderada,Poucas
86,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Pedro Lopes Rodrigues,M,17,994.132.306-23,(83) 98994-4139,"Rua José Augusto Trindade, 337 - Jaguaribe, João Pessoa - PB, 58738-818",João Pessoa,PB,58738-818,Nenhuma,Manuela Barbosa Dias,Avô,172.113.313-93,(83) 99006-2310,2025939930,Contemplação direta,896,Não,0,,Não,0,,133,Ônibus,Não,Sim,Médio,Sim,0.8,0.3,0.0,0.0,0.0,3.3,2.8,2.2,1.7,2.6,0.6615470562815953,70,Parda,Urbano Litorâneo,Levemente Afetado,Risco Médio,Seguro,2,Moderada Insegurança,Tranquilo,Moderadas
87,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Débora Correia Carvalho,F,17,270.911.284-80,(83) 98822-9268,"Rua Rodrigues de Aquino, 274, Casa A - Jaguaribe, João Pessoa - PB, 58422-663",João Pessoa,PB,58422-663,Auditiva leve,Patricia Cardoso Carvalho,Pai,945.843.431-87,(83) 98492-9939,2025493282,Aguardando vaga,1042,Sim,4,"15, 13, 1, 2",Não,0,,145,Transporte escolar,Não,Sim,Baixo,Sim,3.8,3.3,2.7,2.2,3.0,1.8,1.3,0.7,0.2,1.1,2.0278132052173583,74,Branca,Urbano Litorâneo,Não Afetado,Risco Alto,Seguro,2,Moderada Insegurança,Tensão Moderada,Muitas
88,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Diego Martins Melo,M,17,851.179.840-51,(83) 99623-8905,"Rua das Trincheiras, 305 - Alto do Mateus, João Pessoa - PB, 58848-927",João Pessoa,PB,58848-927,Nenhuma,Luiz Garcia Costa,Pai,456.936.544-63,(83) 99905-2974,2025883997,Contemplação direta,2000,Sim,4,"2, 10, 17, 2",Sim,33,Agricultura,23,Ônibus,Apenas celular,Não,Alto,Sim,0.0,0.0,0.3,0.8,0.0,1.1,1.6,2.2,2.7,2.0,0.6196659701629352,70,Parda,Urbano Litorâneo,Levemente Afetado,Risco Médio,Pouco Seguro,4,Segura,Tranquilo,Moderadas
89,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Mariana Cardoso Melo,F,17,674.730.853-77,(83) 98504-4970,"Rua José Augusto Trindade, 166 - Castelo Branco, João Pessoa - PB, 58787-523",João Pessoa,PB,58787-523,Nenhuma,Leonardo Ribeiro Barbosa,Tia,771.124.888-49,(83) 98346-6729,2025961493,Lista de espera,3258,Sim,1,8,Sim,26,Agricultura,18,Transporte escolar,Sim (banda larga),Sim,Alto,Não,7.1,7.8,7.4,7.4,7.3,8.3,8.3,8.2,7.6,8.0,7.643601841825667,86,Branca,Urbano Litorâneo,Não Afetado,Não,Seguro,3,Leve Insegurança,Tranquilo,Poucas
90,ECIT João Goulart,"R. Cônego Francisco Lima, SN - Castelo Branco, João Pessoa - PB, 58057-034",3º Ano,3A,Guilherme Ferreira Santos,M,18,305.908.813-89,(83) 98555-1869,"Rua das Trincheiras, 35, Casa A - Jaguaribe, João Pessoa - PB, 58778-972",João Pessoa,PB,58778-972,Física,Bernardo Marques Moreira,Avó,764.495.336-58,(83) 99041-2631,2025608205,Aguardando vaga,1500,Sim,5,"15, 18, 1, 2, 8",Não,0,,16,Bicicleta,Apenas celular,Não,Médio,Sim,6.2,5.7,5.1,4.6,5.4,6.4,5.9,5.3,4.8,5.7,5.447272528433879,90,Branca,Urbano Litorâneo,Não Afetado,Não,Seguro,3,Segura,Tensão Moderada,Moderadas
91,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Ricardo Pereira Melo,M,15,536.419.719-52,(83) 98919-9883,"Rua Getúlio Vargas, 71, Apt 101 - São Sebastião, Alagoa Grande - PB, 58416-805",Alagoa Grande,PB,58416-805,Nenhuma,Thiago Nunes Melo,Pai,261.425.169-81,(83) 99091-2939,2025433025,Aguardando vaga,1913,Sim,3,"14, 14, 10",Sim,44,Serviços domésticos,9,A pé,Sim (banda larga),Sim,Médio,Sim,0.0,0.0,0.0,0.6,0.2,1.0,0.6,1.1,1.2,0.8,0.49516117098009943,70,Preta,Agreste,Muito Afetado,Risco Médio,Pouco Seguro,3,Segura,Tensão Moderada,Moderadas
92,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Luiz Lima Carvalho,M,15,860.787.307-36,(83) 98135-3901,"Rua Assis Chateaubriand, 353, Bloco 2 - Cepilho, Areia - PB, 58352-537",Areia,PB,58352-537,Visual leve,Rafaela Costa Martins,Tio,726.860.685-86,(83) 99098-9605,2025838315,Aguardando vaga,1500,Sim,1,8,Não,0,,27,Ônibus,Não,Sim,Médio,Sim,5.8,6.2,6.0,6.1,5.8,3.2,2.7,3.1,3.6,3.1,4.357176178303909,86,Branca,Interior Semiárido,Muito Afetado,Não,Pouco Seguro,4,Segura,Tensão Moderada,Muitas
93,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Gustavo Carvalho Costa,M,16,125.283.564-85,(83) 99836-4308,"Av. Cruz das Armas, 166 - Cruz das Armas, João Pessoa - PB, 58193-216",João Pessoa,PB,58193-216,Nenhuma,Juliana Nascimento Dias,Avô,493.844.910-75,(83) 99253-3619,2025677079,Contemplação direta,2500,Não,0,,Não,0,,122,Transporte escolar,Sim (banda larga),Sim,Médio,Sim,9.1,8.6,8.0,7.5,8.3,6.5,6.0,5.4,4.9,5.8,7.412247514373366,81,Indígena,Urbano Litorâneo,Levemente Afetado,Não,Pouco Seguro,3,Segura,Tranquilo,Moderadas
94,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Juliana Barbosa Barbosa,F,15,350.660.384-89,(83) 99287-4401,"Rua São Sebastião, 29 - Bela Vista, Alagoa Grande - PB, 58248-974",Alagoa Grande,PB,58248-974,Nenhuma,Helena Nunes Oliveira,Tia,150.211.526-32,(83) 98330-5659,2025793029,Contemplação direta,2194,Não,0,,Sim,29,Ajudante,6,Bicicleta,Apenas celular,Sim,Alto,Sim,0.4,0.9,1.5,2.0,1.2,0.0,0.0,0.2,0.7,0.0,0.16593735395406384,70,Parda,Agreste,Muito Afetado,Risco Médio,Seguro,4,Segura,Tranquilo,Poucas
95,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Natália Marques Costa,F,16,638.688.738-55,(83) 99898-3125,"Rua Assis Chateaubriand, 253 - Centro, Areia - PB, 58338-825",Areia,PB,58338-825,Autismo leve,Gabriel Silva Rocha,Avô,740.915.220-36,(83) 99637-7793,2025147702,Contemplação direta,2000,Sim,1,7,Não,0,,24,Ônibus,Apenas celular,Não,Médio,Sim,4.1,4.6,5.2,5.7,4.9,1.7,2.2,2.8,3.3,2.6,3.605779589276942,81,Indígena,Interior Semiárido,Muito Afetado,Não,Seguro,4,Segura,Tranquilo,Moderadas
96,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Sandra Lopes Carvalho,F,15,955.633.406-82,(83) 99484-6169,"Rua Rodrigues de Aquino, 296, Casa A - Alto do Mateus, João Pessoa - PB, 58167-252",João Pessoa,PB,58167-252,Auditiva leve,Mariana Cardoso Araújo,Tia,962.269.684-87,(83) 98797-4070,2025222520,Aguardando vaga,2500,Não,0,,Não,0,,108,Ônibus,Apenas celular,Sim,Baixo,Sim,5.2,5.7,6.3,6.8,6.0,5.4,5.9,6.5,7.0,6.3,6.220307070061659,87,Branca,Urbano Litorâneo,Não Afetado,Risco Baixo,Pouco Seguro,3,Segura,Tranquilo,Poucas
97,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Felipe Fernandes Santos,M,16,496.830.985-76,(83) 98237-1067,"Rua São Sebastião, 352, Casa A - Centro, Alagoa Grande - PB, 58578-147",Alagoa Grande,PB,58578-147,Nenhuma,Maria Melo Garcia,Avó,419.754.314-51,(83) 98410-4154,2025390088,Contemplação direta,2500,Sim,3,"5, 6, 9",Sim,34,Ajudante,8,Transporte escolar,Sim (banda larga),Não,Médio,Sim,6.6,6.1,5.5,5.0,5.8,4.4,3.9,3.3,2.8,3.7,4.554989682959653,85,Branca,Agreste,Levemente Afetado,Não,Seguro,3,Segura,Conflituoso,Moderadas
98,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Alice Costa Lopes,F,15,830.876.786-78,(83) 98160-8629,"Rua José Augusto Trindade, 50, Casa A - Jaguaribe, João Pessoa - PB, 58800-759",João Pessoa,PB,58800-759,Visual leve,Manuela Pereira Rodrigues,Tio,981.731.364-56,(83) 98802-4004,2025797492,Contemplação direta,960,Sim,4,"1, 3, 16, 4",Não,0,,128,Carona,Não,Não,Médio,Sim,0.5,0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.1,0.0,0.0,70,Parda,Urbano Litorâneo,Não Afetado,Não,Pouco Seguro,1,Moderada Insegurança,Tranquilo,Poucas
99,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Gabriela Dias Pereira,F,15,778.785.179-83,(83) 99713-8972,"Rua Getúlio Vargas, 238 - Bela Vista, Alagoa Grande - PB, 58199-941",Alagoa Grande,PB,58199-941,Nenhuma,Juliana Barbosa Souza,Tio,801.933.710-58,(83) 98670-9098,2025792232,Contemplação direta,1200,Sim,5,"1, 5, 5, 15, 18",Sim,34,Ajudante,19,Bicicleta,Sim (banda larga),Não,Médio,Sim,0.0,0.0,0.3,0.8,0.0,0.6,1.1,1.7,2.2,1.5,0.2622552312216426,70,Preta,Agreste,Levemente Afetado,Não,Seguro,2,Leve Insegurança,Conflituoso,Moderadas
100,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Rita Silva Pereira,F,16,819.704.503-90,(83) 98651-7271,"Rua Coronel João Pessoa, 280, Apt 101 - São Sebastião, Alagoa Grande - PB, 58586-242",Alagoa Grande,PB,58586-242,Nenhuma,Claudia Carvalho Rodrigues,Mãe,395.993.786-26,(83) 98275-1190,2025779885,Contemplação direta,2000,Sim,4,"5, 3, 5, 14",Não,0,,11,Transporte escolar,Apenas celular,Não,Médio,Sim,1.3,2.0,1.4,1.4,1.6,3.5,3.6,4.2,4.3,3.8,2.782796970877315,70,Preta,Agreste,Levemente Afetado,Não,Seguro,3,Segura,Tranquilo,Moderadas
101,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Daniel Fernandes Nascimento,M,16,576.629.180-76,(83) 99822-2449,"Rua Getúlio Vargas, 380 - Centro, Alagoa Grande - PB, 58917-693",Alagoa Grande,PB,58917-693,Nenhuma,Gabriela Garcia Silva,Avô,580.564.624-70,(83) 99175-6431,2025470057,Lista de espera,884,Sim,1,20,Não,0,,114,Transporte escolar,Não,Não,Médio,Sim,0.1,0.0,0.0,0.2,0.0,0.6,1.2,1.0,1.4,1.1,0.4837669572157692,70,Preta,Agreste,Muito Afetado,Não,Seguro,1,Grave Insegurança,Tranquilo,Muitas
102,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Valentina Gonçalves Ferreira,F,16,901.817.341-72,(83) 98370-9640,"Rua Treze de Maio, 496 - Centro, Guarabira - PB, 58941-257",Guarabira,PB,58941-257,Visual leve,Patricia Martins Pereira,Tia,776.550.843-91,(83) 98342-4454,2025870033,Aguardando vaga,800,Sim,1,2,Sim,27,Informal,40,Van escolar,Apenas celular,Não,Baixo,Sim,0.0,0.3,0.9,1.4,0.6,2.0,2.5,3.1,3.6,2.9,1.7176615999230627,70,Parda,Interior Semiárido,Levemente Afetado,Risco Médio,Seguro,1,Moderada Insegurança,Tensão Moderada,Poucas
103,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Giovanna Gonçalves Souza,F,16,770.698.500-69,(83) 99583-4961,"Rua São Francisco, 267, Apt 101 - São José, Solânea - PB, 58420-660",Solânea,PB,58420-660,Nenhuma,João Carvalho Souza,Tio,637.206.801-67,(83) 98719-4594,2025397058,Contemplação direta,800,Sim,1,20,Não,0,,20,Transporte escolar,Não,Não,Médio,Sim,0.0,0.0,0.3,0.8,0.0,0.5,1.0,1.6,2.1,1.4,0.0,70,Preta,Interior Semiárido,Levemente Afetado,Risco Médio,Seguro,2,Leve Insegurança,Tensão Moderada,Moderadas
104,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Laura Garcia Oliveira,F,16,895.163.491-59,(83) 98681-1984,"Rua Coronel João Pessoa, 92 - Vila Nova, Alagoa Grande - PB, 58603-305",Alagoa Grande,PB,58603-305,Nenhuma,Beatriz Rodrigues Araújo,Avô,887.541.323-88,(83) 99317-2740,2025850151,Contemplação direta,800,Sim,3,"15, 1, 16",Sim,35,Comércio,17,A pé,Apenas celular,Não,Baixo,Não,1.6,1.1,0.5,0.0,0.8,1.0,0.5,0.0,0.0,0.3,0.32725049645682486,70,Parda,Agreste,Não Afetado,Risco Baixo,Seguro,2,Leve Insegurança,Tensão Moderada,Muitas
105,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Eduardo Araújo Marques,M,16,182.961.570-47,(83) 99326-4327,"Rua São Sebastião, 496, Apt 101 - Vila Nova, Alagoa Grande - PB, 58406-812",Alagoa Grande,PB,58406-812,TDAH,Letícia Oliveira Moreira,Pai,747.548.852-34,(83) 98286-1584,2025126596,Aguardando vaga,602,Sim,1,18,Não,0,,110,Bicicleta,Não,Não,Médio,Não,2.9,2.4,1.8,1.3,2.1,0.7,0.2,0.0,0.0,0.0,1.1073817964542179,70,Branca,Agreste,Levemente Afetado,Risco Médio,Seguro,2,Grave Insegurança,Tensão Moderada,Poucas
106,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Mateus Dias Cardoso,M,15,114.276.747-16,(83) 99852-6035,"Rua José Augusto Trindade, 313 - Cruz das Armas, João Pessoa - PB, 58165-937",João Pessoa,PB,58165-937,Nenhuma,Natália Gonçalves Barbosa,Tio,325.164.923-35,(83) 98872-6527,2025811351,Contemplação direta,3310,Sim,5,"5, 11, 7, 2, 19",Sim,17,Comércio,126,Van escolar,Apenas celular,Não,Baixo,Sim,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.4,0.8,0.7,0.0,70,Preta,Urbano Litorâneo,Não Afetado,Risco Baixo,Inseguro,3,Segura,Tensão Moderada,Muitas
107,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Amanda Rocha Carvalho,F,15,278.725.808-14,(83) 99221-3949,"Rua São Francisco, 322, Casa A - São José, Solânea - PB, 58528-104",Solânea,PB,58528-104,Nenhuma,Rodrigo Ribeiro Marques,Avó,879.652.619-38,(83) 98950-4409,2025155646,Contemplação direta,3896,Sim,4,"16, 6, 6, 2",Sim,26,Serviços domésticos,27,Transporte escolar,Sim (banda larga),Não,Baixo,Sim,0.4,0.9,1.5,2.0,1.2,0.0,0.0,0.2,0.7,0.0,0.0,70,Parda,Interior Semiárido,Levemente Afetado,Não,Seguro,3,Segura,Tensão Moderada,Moderadas
108,EEEF de Demonstração Alagoa Grande,"R. Rui Barbosa, S/N - CENTRO, Alagoa Grande - PB, 58388-000",1º Ano,1B,Rosa Pereira Oliveira,F,16,699.596.155-65,(83) 98296-4541,"Rua Getúlio Vargas, 199, Apt 101 - Cepilho, Areia - PB, 58568-837",Areia,PB,58568-837,Nenhuma,Isabela Costa Rodrigues,Mãe,132.808.682-17,(83) 98574-3236,2025993021,Contemplação direta,1500,Não,0,,Sim,24,Ajudante,21,Transporte escolar,Apenas celular,Não,Médio,Sim,4.8,4.3,3.7,3.2,4.0,5.3,4.8,4.2,3.7,4.6,4.104110410801013,85,Branca,Interior Semiárido,Muito Afetado,Risco Médio,Pouco Seguro,3,Segura,Tensão Moderada,Poucas
